evento_id,session_id,cliente_id,evento,pagina,dispositivo,data_evento
760,session_7487,160,view_item,/categoria,mobile,2024-03-15 07:00:00
761,session_7673,430,page_view,/categoria,mobile,2024-04-21 09:00:00
762,session_8395,,page_view,/checkout,desktop,2024-07-20 01:00:00
763,session_9956,437,begin_checkout,/home,mobile,2024-10-21 01:00:00
764,session_6628,,page_view,/produto,mobile,2024-07-19 01:00:00
765,session_5238,,begin_checkout,/home,desktop,2024-07-31 18:00:00
766,session_3795,,page_view,/checkout,mobile,2024-06-11 07:00:00
767,session_4759,44,page_view,/produto,desktop,2024-04-14 03:00:00
768,session_3727,,add_to_cart,/checkout,mobile,2024-05-25 00:00:00
769,session_640,62,begin_checkout,/categoria,desktop,2024-05-11 23:00:00
770,session_4972,182,purchase,/produto,mobile,2024-03-14 19:00:00
771,session_7193,9,purchase,/produto,mobile,2024-09-15 23:00:00
772,session_895,,page_view,/produto,mobile,2024-09-05 00:00:00
773,session_679,,page_view,/categoria,desktop,2024-07-04 18:00:00
774,session_4419,291,page_view,/produto,mobile,2024-12-16 09:00:00
775,session_4680,,begin_checkout,/checkout,mobile,2024-06-30 18:00:00
776,session_4476,,view_item,/checkout,desktop,2024-06-19 04:00:00
777,session_2419,190,begin_checkout,/home,mobile,2024-07-22 10:00:00
778,session_7866,,page_view,/carrinho,desktop,2024-08-30 00:00:00
779,session_1987,274,begin_checkout,/categoria,mobile,2024-08-30 19:00:00
780,session_7971,,begin_checkout,/produto,tablet,2024-11-03 11:00:00
781,session_5250,504,purchase,/categoria,desktop,2024-09-04 16:00:00
782,session_2871,411,page_view,/categoria,desktop,2024-06-11 18:00:00
783,session_9204,246,begin_checkout,/produto,mobile,2024-11-17 20:00:00
784,session_7177,285,add_to_cart,/carrinho,mobile,2024-06-15 02:00:00
785,session_1313,379,add_to_cart,/checkout,mobile,2024-04-28 00:00:00
786,session_9382,,page_view,/categoria,desktop,2025-01-02 10:00:00
787,session_9938,513,view_item,/produto,mobile,2024-01-10 09:00:00
788,session_7178,101,add_to_cart,/produto,desktop,2024-11-13 03:00:00
789,session_6089,,view_item,/categoria,mobile,2024-11-02 09:00:00
790,session_8228,53,page_view,/checkout,desktop,2024-12-02 05:00:00
791,session_6774,457,page_view,/checkout,mobile,2024-02-03 17:00:00
792,session_5674,,page_view,/carrinho,mobile,2025-01-24 11:00:00
793,session_3681,,add_to_cart,/categoria,mobile,2024-03-10 09:00:00
794,session_2226,,page_view,/produto,mobile,2024-05-26 15:00:00
795,session_7646,506,page_view,/checkout,mobile,2024-10-20 10:00:00
796,session_7250,418,page_view,/categoria,desktop,2024-04-20 20:00:00
797,session_9354,,add_to_cart,/carrinho,mobile,2024-07-11 04:00:00
798,session_9094,,purchase,/checkout,desktop,2024-02-27 08:00:00
799,session_952,,page_view,/produto,mobile,2025-01-31 15:00:00
800,session_3782,372,add_to_cart,/produto,desktop,2024-09-10 21:00:00
801,session_1543,464,add_to_cart,/checkout,desktop,2024-01-20 01:00:00
802,session_5943,,add_to_cart,/home,desktop,2024-01-26 08:00:00
803,session_2711,243,add_to_cart,/checkout,mobile,2024-05-01 22:00:00
804,session_5766,243,page_view,/carrinho,desktop,2025-01-26 15:00:00
805,session_5635,184,view_item,/categoria,tablet,2024-10-05 23:00:00
806,session_1660,219,page_view,/categoria,desktop,2024-01-18 11:00:00
807,session_4135,131,page_view,/produto,tablet,2024-02-22 16:00:00
808,session_6920,,add_to_cart,/checkout,mobile,2024-05-04 06:00:00
809,session_9603,,page_view,/carrinho,tablet,2024-05-10 06:00:00
810,session_6868,415,view_item,/checkout,mobile,2025-01-25 04:00:00
811,session_632,,add_to_cart,/checkout,desktop,2024-05-20 22:00:00
812,session_8266,,add_to_cart,/home,mobile,2024-08-02 00:00:00
813,session_3256,95,view_item,/checkout,desktop,2024-07-04 17:00:00
814,session_4448,44,add_to_cart,/checkout,mobile,2024-09-23 19:00:00
815,session_1210,,purchase,/carrinho,mobile,2024-02-25 09:00:00
816,session_5255,16,page_view,/produto,mobile,2024-01-22 23:00:00
817,session_9885,,page_view,/categoria,mobile,2024-12-09 22:00:00
818,session_311,498,add_to_cart,/categoria,mobile,2024-08-18 01:00:00
819,session_1837,315,view_item,/home,mobile,2024-09-15 14:00:00
820,session_4891,32,begin_checkout,/categoria,desktop,2024-09-23 06:00:00
821,session_9653,499,page_view,/checkout,mobile,2024-10-21 11:00:00
822,session_9155,,view_item,/carrinho,mobile,2024-07-31 07:00:00
823,session_6988,,add_to_cart,/checkout,desktop,2024-12-31 04:00:00
824,session_9,23,add_to_cart,/checkout,desktop,2024-05-20 13:00:00
825,session_5582,45,view_item,/checkout,mobile,2024-06-27 13:00:00
826,session_7411,197,begin_checkout,/carrinho,mobile,2025-01-01 09:00:00
827,session_4233,222,add_to_cart,/home,mobile,2024-10-09 18:00:00
828,session_9390,,purchase,/produto,desktop,2024-02-01 05:00:00
829,session_5406,,view_item,/produto,desktop,2024-01-09 04:00:00
830,session_9316,,view_item,/produto,desktop,2024-06-09 20:00:00
831,session_9950,104,view_item,/categoria,mobile,2024-08-16 21:00:00
832,session_2091,86,add_to_cart,/carrinho,mobile,2024-02-01 13:00:00
833,session_4239,119,begin_checkout,/carrinho,tablet,2024-04-05 13:00:00
834,session_6302,,begin_checkout,/carrinho,mobile,2024-05-07 02:00:00
835,session_5012,360,page_view,/produto,desktop,2024-04-01 04:00:00
836,session_9658,,add_to_cart,/checkout,desktop,2024-08-31 16:00:00
837,session_7346,,add_to_cart,/checkout,desktop,2024-04-16 15:00:00
838,session_8062,,page_view,/carrinho,desktop,2025-01-20 03:00:00
839,session_6549,,view_item,/produto,mobile,2024-07-06 05:00:00
840,session_1102,272,page_view,/carrinho,mobile,2024-07-30 05:00:00
841,session_7449,489,page_view,/produto,mobile,2024-10-29 10:00:00
842,session_2111,,add_to_cart,/checkout,mobile,2024-09-06 19:00:00
843,session_8588,,view_item,/categoria,mobile,2024-05-13 02:00:00
844,session_4900,314,page_view,/checkout,mobile,2024-12-07 20:00:00
845,session_6728,,page_view,/categoria,mobile,2024-03-30 12:00:00
846,session_8852,136,page_view,/home,mobile,2024-09-24 18:00:00
847,session_9586,357,purchase,/produto,mobile,2024-01-10 07:00:00
848,session_9489,240,purchase,/home,mobile,2024-08-22 20:00:00
849,session_1014,64,page_view,/produto,mobile,2024-09-03 08:00:00
850,session_1178,64,add_to_cart,/carrinho,mobile,2024-12-28 06:00:00
851,session_921,306,view_item,/produto,desktop,2024-08-09 06:00:00
852,session_3040,383,page_view,/categoria,mobile,2025-01-03 12:00:00
853,session_6355,60,add_to_cart,/home,desktop,2024-09-25 11:00:00
854,session_8158,402,add_to_cart,/produto,mobile,2024-06-19 13:00:00
855,session_7447,,view_item,/carrinho,desktop,2024-01-12 03:00:00
856,session_8772,,page_view,/checkout,desktop,2024-03-24 15:00:00
857,session_318,,page_view,/produto,mobile,2024-04-02 12:00:00
858,session_5132,,view_item,/checkout,desktop,2024-12-14 06:00:00
859,session_3359,47,add_to_cart,/home,mobile,2024-12-20 16:00:00
860,session_1320,376,view_item,/home,desktop,2024-09-01 09:00:00
861,session_2199,,view_item,/home,tablet,2024-04-07 03:00:00
862,session_228,30,add_to_cart,/checkout,mobile,2025-01-16 23:00:00
863,session_7765,369,page_view,/categoria,mobile,2024-02-12 03:00:00
864,session_4851,,page_view,/home,mobile,2024-10-30 15:00:00
865,session_6962,521,add_to_cart,/carrinho,desktop,2024-09-30 02:00:00
866,session_2203,,page_view,/home,desktop,2024-09-27 05:00:00
867,session_8108,255,page_view,/carrinho,mobile,2024-10-16 19:00:00
868,session_3791,10,add_to_cart,/categoria,desktop,2024-11-21 01:00:00
869,session_5206,364,purchase,/carrinho,mobile,2025-01-04 13:00:00
870,session_4179,,page_view,/produto,tablet,2024-01-31 03:00:00
871,session_6602,,page_view,/checkout,mobile,2024-02-26 20:00:00
872,session_8631,,purchase,/categoria,desktop,2024-04-29 22:00:00
873,session_9758,255,purchase,/home,mobile,2024-05-08 12:00:00
874,session_8943,,page_view,/produto,mobile,2024-10-09 06:00:00
875,session_3015,,add_to_cart,/carrinho,mobile,2024-02-04 02:00:00
876,session_2223,175,page_view,/produto,mobile,2024-10-12 15:00:00
877,session_2928,374,purchase,/produto,mobile,2024-04-14 03:00:00
878,session_936,265,page_view,/categoria,mobile,2025-01-23 03:00:00
879,session_1401,,purchase,/produto,mobile,2024-11-14 09:00:00
880,session_9760,,page_view,/categoria,mobile,2024-06-02 19:00:00
881,session_2074,,page_view,/home,mobile,2024-03-22 07:00:00
882,session_8891,277,page_view,/produto,mobile,2024-08-19 02:00:00
883,session_7337,49,begin_checkout,/home,mobile,2024-02-09 14:00:00
884,session_2588,,purchase,/categoria,mobile,2024-06-10 05:00:00
885,session_1280,,add_to_cart,/checkout,mobile,2024-09-12 03:00:00
886,session_6503,267,purchase,/home,mobile,2025-01-07 23:00:00
887,session_1276,,page_view,/categoria,desktop,2024-08-26 00:00:00
888,session_838,21,page_view,/carrinho,desktop,2024-12-14 18:00:00
889,session_9910,,purchase,/produto,desktop,2024-11-10 07:00:00
890,session_1818,,page_view,/checkout,desktop,2024-03-04 03:00:00
891,session_8250,,add_to_cart,/carrinho,desktop,2024-10-06 03:00:00
892,session_5695,311,page_view,/produto,mobile,2024-12-04 22:00:00
893,session_3268,,page_view,/home,mobile,2025-01-05 23:00:00
894,session_8679,,add_to_cart,/categoria,mobile,2024-05-19 03:00:00
895,session_79,410,begin_checkout,/categoria,tablet,2024-04-04 02:00:00
896,session_7683,63,page_view,/carrinho,mobile,2024-12-25 16:00:00
897,session_3652,,begin_checkout,/checkout,mobile,2024-06-08 05:00:00
898,session_2557,470,view_item,/checkout,mobile,2024-09-27 23:00:00
899,session_4642,141,page_view,/categoria,mobile,2024-02-04 11:00:00
900,session_8252,268,page_view,/home,mobile,2024-05-28 00:00:00
901,session_4840,,page_view,/carrinho,desktop,2024-05-14 22:00:00
902,session_1243,,add_to_cart,/carrinho,desktop,2024-12-25 21:00:00
903,session_7197,249,page_view,/categoria,mobile,2024-09-16 13:00:00
904,session_1621,,page_view,/categoria,desktop,2024-03-20 17:00:00
905,session_7959,86,page_view,/home,desktop,2024-10-15 08:00:00
906,session_8139,,add_to_cart,/carrinho,desktop,2024-10-15 03:00:00
907,session_116,,begin_checkout,/carrinho,mobile,2024-02-02 16:00:00
908,session_534,,view_item,/checkout,mobile,2024-05-18 19:00:00
909,session_475,282,add_to_cart,/checkout,mobile,2024-07-18 00:00:00
910,session_2163,128,begin_checkout,/home,desktop,2024-07-06 09:00:00
911,session_7550,,purchase,/carrinho,mobile,2024-07-11 05:00:00
912,session_1212,142,view_item,/home,mobile,2024-07-14 02:00:00
913,session_1494,313,page_view,/categoria,desktop,2024-05-31 10:00:00
914,session_7974,,begin_checkout,/produto,mobile,2024-10-08 16:00:00
915,session_8917,161,add_to_cart,/checkout,mobile,2024-12-31 15:00:00
916,session_6324,403,begin_checkout,/carrinho,mobile,2024-12-09 16:00:00
917,session_8650,307,add_to_cart,/checkout,mobile,2024-11-18 10:00:00
918,session_1977,,page_view,/categoria,desktop,2025-01-18 06:00:00
919,session_6831,,begin_checkout,/produto,desktop,2024-07-07 04:00:00
920,session_7876,26,add_to_cart,/categoria,mobile,2024-08-03 19:00:00
921,session_3474,190,add_to_cart,/checkout,desktop,2024-07-09 03:00:00
922,session_2686,220,view_item,/carrinho,mobile,2024-10-19 21:00:00
923,session_6323,,begin_checkout,/categoria,mobile,2024-12-17 16:00:00
924,session_8730,145,page_view,/carrinho,desktop,2024-03-03 00:00:00
925,session_3109,92,add_to_cart,/categoria,mobile,2024-09-05 14:00:00
926,session_7867,,page_view,/carrinho,mobile,2024-12-16 13:00:00
927,session_1877,146,page_view,/home,desktop,2025-01-06 20:00:00
928,session_260,63,purchase,/carrinho,desktop,2024-08-30 07:00:00
929,session_6396,480,view_item,/produto,mobile,2024-08-27 04:00:00
930,session_8883,39,page_view,/checkout,mobile,2024-07-24 08:00:00
931,session_1374,,page_view,/home,desktop,2024-08-23 18:00:00
932,session_290,38,purchase,/categoria,mobile,2024-10-07 21:00:00
933,session_7603,324,begin_checkout,/categoria,mobile,2024-12-12 16:00:00
934,session_3484,,page_view,/checkout,mobile,2024-07-09 06:00:00
935,session_3927,17,page_view,/checkout,mobile,2024-07-01 12:00:00
936,session_7813,,add_to_cart,/home,mobile,2024-04-04 22:00:00
937,session_4695,,view_item,/home,desktop,2024-12-02 00:00:00
938,session_8175,,page_view,/produto,tablet,2024-10-12 10:00:00
939,session_5695,37,begin_checkout,/home,mobile,2024-01-27 03:00:00
940,session_7840,,page_view,/categoria,desktop,2024-04-28 00:00:00
941,session_4554,,add_to_cart,/produto,mobile,2024-11-04 23:00:00
942,session_4900,,begin_checkout,/checkout,mobile,2024-06-12 16:00:00
943,session_4330,125,view_item,/carrinho,desktop,2025-02-03 17:00:00
944,session_5632,479,page_view,/home,desktop,2024-10-28 20:00:00
945,session_8921,348,page_view,/carrinho,mobile,2024-07-21 09:00:00
946,session_6838,,add_to_cart,/produto,desktop,2024-09-05 20:00:00
947,session_6040,,view_item,/checkout,tablet,2024-04-01 02:00:00
948,session_2203,328,add_to_cart,/checkout,mobile,2024-02-03 00:00:00
949,session_8409,,add_to_cart,/home,mobile,2025-01-11 21:00:00
950,session_2000,460,begin_checkout,/categoria,desktop,2024-07-31 02:00:00
951,session_3205,,begin_checkout,/home,mobile,2024-12-31 19:00:00
952,session_116,,page_view,/home,desktop,2024-06-13 06:00:00
953,session_9385,14,page_view,/carrinho,mobile,2024-12-15 22:00:00
954,session_340,,begin_checkout,/carrinho,mobile,2024-09-20 03:00:00
955,session_8264,217,begin_checkout,/checkout,desktop,2024-02-14 18:00:00
956,session_1786,,purchase,/checkout,desktop,2024-02-20 20:00:00
957,session_9838,,add_to_cart,/categoria,mobile,2025-01-14 20:00:00
958,session_8487,,add_to_cart,/produto,tablet,2024-12-26 19:00:00
959,session_2907,400,add_to_cart,/carrinho,desktop,2024-01-06 19:00:00
960,session_1296,140,page_view,/produto,mobile,2024-09-17 22:00:00
961,session_5072,,view_item,/home,mobile,2024-05-24 06:00:00
962,session_8978,488,page_view,/home,tablet,2024-04-26 08:00:00
963,session_37,174,page_view,/checkout,mobile,2025-01-06 01:00:00
964,session_9665,425,purchase,/checkout,mobile,2024-04-02 13:00:00
965,session_2445,524,page_view,/categoria,mobile,2024-01-30 21:00:00
966,session_6947,,page_view,/produto,mobile,2024-01-01 12:00:00
967,session_1871,,page_view,/carrinho,mobile,2024-01-31 10:00:00
968,session_2284,,page_view,/categoria,mobile,2024-12-13 18:00:00
969,session_3306,,add_to_cart,/home,mobile,2024-01-07 02:00:00
970,session_217,,page_view,/checkout,desktop,2024-05-30 00:00:00
971,session_6558,165,page_view,/home,mobile,2024-02-22 00:00:00
972,session_771,415,page_view,/home,tablet,2024-12-30 20:00:00
973,session_59,352,page_view,/home,desktop,2024-10-01 22:00:00
974,session_4704,,begin_checkout,/categoria,desktop,2024-08-22 21:00:00
975,session_4431,,page_view,/categoria,desktop,2024-09-12 17:00:00
976,session_9335,360,add_to_cart,/carrinho,desktop,2024-12-27 21:00:00
977,session_2036,,add_to_cart,/checkout,mobile,2024-10-09 11:00:00
978,session_7181,,begin_checkout,/checkout,mobile,2024-03-19 01:00:00
979,session_8824,354,purchase,/carrinho,desktop,2024-07-24 08:00:00
980,session_7443,384,add_to_cart,/produto,desktop,2024-02-08 16:00:00
981,session_5171,,page_view,/produto,desktop,2024-04-03 13:00:00
982,session_3571,309,add_to_cart,/checkout,mobile,2025-02-03 01:00:00
983,session_1152,148,begin_checkout,/categoria,mobile,2024-11-18 15:00:00
984,session_4718,,page_view,/categoria,mobile,2024-12-22 01:00:00
985,session_5937,33,begin_checkout,/categoria,mobile,2024-04-14 21:00:00
986,session_6743,1,page_view,/produto,mobile,2024-05-12 11:00:00
987,session_9798,,purchase,/checkout,mobile,2025-01-07 04:00:00
988,session_9761,,page_view,/carrinho,mobile,2024-10-07 15:00:00
989,session_3548,,add_to_cart,/produto,desktop,2024-03-10 02:00:00
990,session_2708,462,page_view,/produto,mobile,2024-03-07 16:00:00
991,session_8935,255,add_to_cart,/home,mobile,2024-12-01 19:00:00
992,session_720,,add_to_cart,/checkout,tablet,2024-08-30 19:00:00
993,session_4763,,add_to_cart,/home,mobile,2024-02-08 22:00:00
994,session_8063,328,add_to_cart,/home,mobile,2025-01-09 17:00:00
995,session_5216,,view_item,/categoria,mobile,2024-07-06 14:00:00
996,session_5812,,page_view,/produto,mobile,2024-09-30 10:00:00
997,session_8614,,page_view,/produto,mobile,2024-10-09 20:00:00
998,session_5899,,purchase,/produto,mobile,2024-12-27 20:00:00
999,session_5061,217,view_item,/home,desktop,2024-11-27 09:00:00
1000,session_26,339,add_to_cart,/categoria,mobile,2024-05-20 15:00:00
1001,session_3623,,view_item,/checkout,desktop,2024-02-09 21:00:00
1002,session_3682,214,purchase,/categoria,desktop,2024-07-03 09:00:00
1003,session_7813,,purchase,/home,mobile,2025-01-21 02:00:00
1004,session_2435,,purchase,/produto,desktop,2024-04-08 04:00:00
1005,session_4205,186,add_to_cart,/home,mobile,2024-05-06 06:00:00
1006,session_6902,,page_view,/categoria,mobile,2024-08-14 00:00:00
1007,session_2942,40,page_view,/checkout,desktop,2024-09-04 17:00:00
1008,session_9346,,add_to_cart,/produto,desktop,2024-02-08 18:00:00
1009,session_9642,,view_item,/carrinho,mobile,2024-08-14 21:00:00
1010,session_4745,361,page_view,/carrinho,desktop,2024-11-23 12:00:00
1011,session_8263,384,add_to_cart,/categoria,mobile,2024-02-22 02:00:00
1012,session_8318,,page_view,/checkout,tablet,2025-01-19 10:00:00
1013,session_2394,,page_view,/checkout,mobile,2024-07-16 05:00:00
1014,session_1317,48,page_view,/produto,mobile,2024-09-21 04:00:00
1015,session_3757,,begin_checkout,/checkout,mobile,2024-08-14 14:00:00
1016,session_1262,,view_item,/checkout,desktop,2025-01-26 07:00:00
1017,session_8157,,page_view,/carrinho,mobile,2024-05-02 06:00:00
1018,session_6660,,add_to_cart,/categoria,mobile,2024-06-03 05:00:00
1019,session_1407,184,page_view,/carrinho,desktop,2024-07-22 00:00:00
1020,session_2955,,purchase,/carrinho,desktop,2024-02-04 14:00:00
1021,session_5571,,add_to_cart,/home,mobile,2024-01-28 09:00:00
1022,session_8403,,purchase,/categoria,mobile,2024-10-23 18:00:00
1023,session_2719,,begin_checkout,/carrinho,desktop,2025-01-29 07:00:00
1024,session_1349,266,add_to_cart,/checkout,mobile,2024-04-01 04:00:00
1025,session_9179,,page_view,/checkout,desktop,2024-10-28 10:00:00
1026,session_9734,136,page_view,/home,desktop,2024-08-03 21:00:00
1027,session_8494,10,view_item,/carrinho,mobile,2024-09-06 10:00:00
1028,session_6144,452,page_view,/carrinho,mobile,2024-02-23 02:00:00
1029,session_7708,10,page_view,/produto,mobile,2024-11-21 18:00:00
1030,session_2616,,begin_checkout,/categoria,mobile,2024-12-26 02:00:00
1031,session_4739,,add_to_cart,/categoria,mobile,2024-05-05 02:00:00
1032,session_206,,add_to_cart,/checkout,mobile,2024-12-07 07:00:00
1033,session_4253,,view_item,/home,desktop,2024-05-20 11:00:00
1034,session_9237,60,view_item,/categoria,desktop,2024-03-13 08:00:00
1035,session_3960,45,begin_checkout,/produto,desktop,2024-01-14 17:00:00
1036,session_3784,177,page_view,/home,mobile,2024-12-20 11:00:00
1037,session_2146,,page_view,/produto,mobile,2024-04-06 13:00:00
1038,session_7499,,begin_checkout,/checkout,mobile,2024-06-07 09:00:00
1039,session_3092,,add_to_cart,/home,desktop,2025-01-27 09:00:00
1040,session_5362,440,begin_checkout,/home,mobile,2024-11-29 12:00:00
1041,session_4654,300,page_view,/carrinho,desktop,2024-11-03 03:00:00
1042,session_920,38,page_view,/carrinho,mobile,2025-01-15 16:00:00
1043,session_9075,,page_view,/home,desktop,2024-03-04 05:00:00
1044,session_2255,372,page_view,/produto,desktop,2024-07-23 11:00:00
1045,session_2986,367,add_to_cart,/produto,mobile,2024-12-18 19:00:00
1046,session_3292,66,add_to_cart,/produto,mobile,2024-02-23 23:00:00
1047,session_7123,,begin_checkout,/home,mobile,2024-04-10 16:00:00
1048,session_2045,124,page_view,/carrinho,desktop,2024-11-30 15:00:00
1049,session_2745,430,begin_checkout,/categoria,desktop,2024-12-16 21:00:00
1050,session_2093,,page_view,/carrinho,desktop,2024-10-21 21:00:00
1051,session_2328,352,page_view,/checkout,desktop,2024-02-01 20:00:00
1052,session_8042,355,page_view,/carrinho,desktop,2024-04-24 14:00:00
1053,session_8025,,page_view,/produto,mobile,2024-07-22 00:00:00
1054,session_6567,305,page_view,/checkout,mobile,2024-07-17 23:00:00
1055,session_2591,,add_to_cart,/carrinho,mobile,2024-02-19 14:00:00
1056,session_5309,,page_view,/categoria,mobile,2024-12-18 00:00:00
1057,session_7331,41,begin_checkout,/home,desktop,2024-07-18 04:00:00
1058,session_2989,,page_view,/produto,desktop,2024-03-31 08:00:00
1059,session_3771,,add_to_cart,/home,mobile,2024-03-02 15:00:00
1060,session_4696,,page_view,/checkout,mobile,2024-04-21 00:00:00
1061,session_6867,331,add_to_cart,/checkout,mobile,2024-01-10 10:00:00
1062,session_3610,,add_to_cart,/home,desktop,2024-09-18 09:00:00
1063,session_7545,,purchase,/checkout,mobile,2024-07-28 18:00:00
1064,session_5486,,add_to_cart,/carrinho,mobile,2024-03-09 06:00:00
1065,session_7,243,add_to_cart,/home,mobile,2024-12-29 09:00:00
1066,session_7456,502,begin_checkout,/checkout,mobile,2025-02-02 02:00:00
1067,session_3537,458,page_view,/carrinho,tablet,2025-01-07 12:00:00
1068,session_581,263,view_item,/carrinho,mobile,2024-05-28 06:00:00
1069,session_4946,130,add_to_cart,/produto,desktop,2024-06-07 03:00:00
1070,session_7352,439,view_item,/produto,desktop,2024-04-05 02:00:00
1071,session_1965,306,page_view,/checkout,mobile,2025-01-12 21:00:00
1072,session_5131,,page_view,/home,mobile,2024-03-25 01:00:00
1073,session_3218,155,page_view,/categoria,mobile,2024-11-29 02:00:00
1074,session_506,259,page_view,/home,mobile,2024-12-10 14:00:00
1075,session_9776,,page_view,/categoria,desktop,2024-10-22 19:00:00
1076,session_757,,page_view,/home,mobile,2024-12-23 21:00:00
1077,session_8459,60,page_view,/produto,desktop,2024-12-12 20:00:00
1078,session_9902,,add_to_cart,/produto,desktop,2024-04-03 14:00:00
1079,session_574,,add_to_cart,/home,desktop,2024-07-27 19:00:00
1080,session_4992,,begin_checkout,/produto,mobile,2024-08-03 06:00:00
1081,session_4240,,begin_checkout,/checkout,desktop,2024-02-14 10:00:00
1082,session_598,,begin_checkout,/produto,mobile,2024-03-22 18:00:00
1083,session_6415,,view_item,/home,mobile,2024-01-10 12:00:00
1084,session_4684,362,page_view,/carrinho,mobile,2024-09-20 16:00:00
1085,session_1896,,purchase,/home,tablet,2024-10-20 14:00:00
1086,session_962,,purchase,/checkout,mobile,2024-08-16 03:00:00
1087,session_6235,,add_to_cart,/checkout,mobile,2024-01-26 17:00:00
1088,session_2130,,page_view,/produto,mobile,2024-12-25 18:00:00
1089,session_1444,236,page_view,/checkout,mobile,2024-05-14 16:00:00
1090,session_238,488,add_to_cart,/produto,mobile,2024-04-25 22:00:00
1091,session_8597,17,add_to_cart,/checkout,mobile,2024-07-12 20:00:00
1092,session_713,,begin_checkout,/categoria,mobile,2024-01-23 03:00:00
1093,session_6064,,purchase,/categoria,mobile,2025-01-29 14:00:00
1094,session_764,,page_view,/home,mobile,2024-12-10 20:00:00
1095,session_3017,,page_view,/produto,mobile,2024-10-03 00:00:00
1096,session_6187,,add_to_cart,/carrinho,mobile,2024-10-19 06:00:00
1097,session_1853,443,add_to_cart,/checkout,mobile,2025-01-01 16:00:00
1098,session_8589,,page_view,/categoria,mobile,2024-02-24 19:00:00
1099,session_7123,,add_to_cart,/produto,desktop,2024-09-19 15:00:00
1100,session_9151,496,page_view,/carrinho,desktop,2024-02-10 19:00:00
1101,session_1255,,page_view,/carrinho,desktop,2024-11-23 06:00:00
1102,session_2304,,page_view,/home,mobile,2024-06-09 01:00:00
1103,session_7926,372,begin_checkout,/produto,mobile,2024-07-19 18:00:00
1104,session_2959,151,page_view,/home,mobile,2024-01-31 13:00:00
1105,session_4495,,purchase,/categoria,desktop,2024-06-07 12:00:00
1106,session_4329,24,page_view,/carrinho,mobile,2024-11-22 09:00:00
1107,session_5353,,add_to_cart,/checkout,desktop,2024-02-01 06:00:00
1108,session_5463,376,purchase,/categoria,desktop,2024-02-21 07:00:00
1109,session_99,,add_to_cart,/produto,mobile,2024-05-13 19:00:00
1110,session_4110,,view_item,/categoria,mobile,2024-11-19 08:00:00
1111,session_7054,,add_to_cart,/carrinho,mobile,2024-05-08 16:00:00
1112,session_9689,,page_view,/carrinho,desktop,2024-06-20 01:00:00
1113,session_1572,326,begin_checkout,/checkout,mobile,2025-02-02 21:00:00
1114,session_3586,,add_to_cart,/produto,mobile,2024-08-30 16:00:00
1115,session_2458,,add_to_cart,/carrinho,mobile,2024-07-31 03:00:00
1116,session_6059,149,page_view,/home,mobile,2024-04-22 23:00:00
1117,session_7788,,page_view,/carrinho,desktop,2024-02-20 05:00:00
1118,session_5383,,page_view,/checkout,mobile,2024-08-22 16:00:00
1119,session_8901,,page_view,/carrinho,desktop,2024-09-23 11:00:00
1120,session_8546,133,page_view,/produto,mobile,2024-08-09 20:00:00
1121,session_7645,,page_view,/carrinho,mobile,2024-04-05 20:00:00
1122,session_4659,292,add_to_cart,/categoria,desktop,2024-05-23 15:00:00
1123,session_6554,,page_view,/home,mobile,2024-11-28 18:00:00
1124,session_7884,,begin_checkout,/checkout,mobile,2024-01-01 18:00:00
1125,session_8570,256,page_view,/categoria,desktop,2024-03-11 23:00:00
1126,session_7138,220,add_to_cart,/produto,desktop,2024-04-23 06:00:00
1127,session_223,24,begin_checkout,/categoria,tablet,2024-02-04 22:00:00
1128,session_2276,379,page_view,/checkout,mobile,2024-04-25 23:00:00
1129,session_8588,,page_view,/produto,mobile,2024-03-20 13:00:00
1130,session_7673,74,page_view,/home,mobile,2024-11-08 23:00:00
1131,session_7509,,page_view,/carrinho,tablet,2024-06-11 09:00:00
1132,session_449,,add_to_cart,/carrinho,mobile,2024-05-15 16:00:00
1133,session_2224,73,add_to_cart,/carrinho,mobile,2024-03-01 07:00:00
1134,session_4744,231,page_view,/carrinho,mobile,2024-11-25 17:00:00
1135,session_6508,,page_view,/carrinho,desktop,2024-01-30 03:00:00
1136,session_753,,view_item,/home,desktop,2024-11-10 09:00:00
1137,session_7828,,page_view,/carrinho,desktop,2024-04-19 09:00:00
1138,session_7841,454,page_view,/produto,tablet,2024-06-09 11:00:00
1139,session_9841,,begin_checkout,/carrinho,desktop,2024-11-04 01:00:00
1140,session_7681,260,page_view,/carrinho,desktop,2024-08-25 23:00:00
1141,session_6795,339,begin_checkout,/checkout,desktop,2024-06-26 04:00:00
1142,session_347,,view_item,/categoria,mobile,2024-07-14 02:00:00
1143,session_7394,,begin_checkout,/produto,desktop,2024-11-08 12:00:00
1144,session_6934,492,purchase,/home,mobile,2025-01-19 12:00:00
1145,session_5816,49,begin_checkout,/produto,mobile,2025-01-27 09:00:00
1146,session_5813,,add_to_cart,/home,desktop,2024-01-20 07:00:00
1147,session_8385,,page_view,/checkout,desktop,2024-01-05 17:00:00
1148,session_1878,112,page_view,/carrinho,mobile,2024-10-05 14:00:00
1149,session_7446,,view_item,/categoria,desktop,2024-07-16 12:00:00
1150,session_6058,171,page_view,/produto,mobile,2024-09-05 11:00:00
1151,session_1211,,page_view,/produto,mobile,2024-11-16 21:00:00
