item_id,pedido_id,produto_id,quantidade,preco_unitario,subtotal
809,314,50,1,1902.02,1902.02
810,314,19,2,988.5,1977.0
811,315,68,1,1876.49,1876.49
812,315,30,1,1655.41,1655.41
813,315,49,3,1487.67,4463.01
814,316,66,1,977.28,977.28
815,316,41,1,619.8,619.8
816,317,70,1,1273.31,1273.31
817,317,79,2,815.61,1631.22
818,317,40,2,1475.12,2950.24
819,318,29,2,443.29,886.58
820,318,14,3,1455.01,4365.03
821,318,76,2,142.74,285.48
822,319,74,1,1566.92,1566.92
823,319,71,1,128.09,128.09
824,319,8,1,358.66,358.66
825,320,44,1,1007.35,1007.35
826,320,5,2,33.6,67.2
827,320,9,1,387.1,387.1
828,320,53,2,1959.8,3919.6
829,321,10,1,793.62,793.62
830,321,9,2,387.1,774.2
831,321,57,3,1185.26,3555.78
832,322,78,1,288.66,288.66
833,322,30,3,1655.41,4966.23
834,322,9,2,387.1,774.2
835,322,49,2,1487.67,2975.34
836,323,54,1,355.53,355.53
837,323,57,2,1185.26,2370.52
838,323,1,3,1567.29,4701.87
839,323,3,3,301.41,904.23
840,324,45,2,381.06,762.12
841,324,22,2,75.08,150.16
842,324,67,1,887.21,887.21
843,325,8,2,358.66,717.32
844,325,76,1,142.74,142.74
845,326,19,1,988.5,988.5
846,326,52,3,1144.03,3432.09
847,327,49,3,1487.67,4463.01
848,327,65,2,939.51,1879.02
849,327,17,1,1414.7,1414.7
850,328,36,1,761.6,761.6
851,328,31,2,1054.88,2109.76
852,328,5,2,33.6,67.2
853,329,24,1,1283.79,1283.79
854,330,73,3,1821.4,5464.2
855,331,78,1,288.66,288.66
856,331,41,2,619.8,1239.6
857,332,4,1,1336.09,1336.09
858,332,65,1,939.51,939.51
859,332,63,3,474.22,1422.66
860,332,33,3,270.98,812.94
861,333,65,3,939.51,2818.53
862,333,15,2,235.05,470.1
863,333,14,1,1455.01,1455.01
864,334,43,3,1285.88,3857.64
865,334,78,2,288.66,577.32
866,335,70,2,1273.31,2546.62
867,335,34,1,1478.85,1478.85
868,336,3,3,301.41,904.23
869,336,62,1,1709.77,1709.77
870,337,35,3,494.54,1483.62
871,337,24,2,1283.79,2567.58
872,337,30,1,1655.41,1655.41
873,337,39,1,1540.08,1540.08
874,338,69,1,1420.76,1420.76
875,338,36,3,761.6,2284.8
876,339,47,1,1982.42,1982.42
877,339,44,1,1007.35,1007.35
878,339,12,2,1752.2,3504.4
879,340,12,3,1752.2,5256.6
880,340,62,2,1709.77,3419.54
881,340,53,3,1959.8,5879.4
882,341,54,2,355.53,711.06
883,341,78,2,288.66,577.32
884,341,6,2,381.29,762.58
885,341,39,3,1540.08,4620.24
886,342,10,3,793.62,2380.86
887,342,76,3,142.74,428.22
888,343,32,1,765.62,765.62
889,343,18,1,133.92,133.92
890,343,65,3,939.51,2818.53
891,343,60,3,1571.59,4714.77
892,344,18,2,133.92,267.84
893,345,23,2,664.45,1328.9
894,345,78,3,288.66,865.98
895,345,68,3,1876.49,5629.47
896,345,26,3,1399.87,4199.61
897,346,14,3,1455.01,4365.03
898,346,58,1,1404.31,1404.31
899,346,59,2,1861.25,3722.5
900,347,17,1,1414.7,1414.7
901,347,64,2,772.42,1544.84
902,347,33,3,270.98,812.94
903,348,23,1,664.45,664.45
904,348,48,1,1501.92,1501.92
905,348,66,3,977.28,2931.84
906,348,74,2,1566.92,3133.84
907,349,14,1,1455.01,1455.01
908,349,64,2,772.42,1544.84
909,349,54,3,355.53,1066.59
910,349,56,1,1183.95,1183.95
911,350,51,1,429.68,429.68
912,350,14,3,1455.01,4365.03
913,351,53,1,1959.8,1959.8
914,352,16,3,474.01,1422.03
915,353,24,2,1283.79,2567.58
916,354,18,1,133.92,133.92
917,354,47,2,1982.42,3964.84
918,354,35,3,494.54,1483.62
919,355,47,1,1982.42,1982.42
920,355,20,2,1210.66,2421.32
921,355,80,1,1847.47,1847.47
922,355,54,1,355.53,355.53
923,356,6,1,381.29,381.29
924,356,16,2,474.01,948.02
925,356,55,1,1409.4,1409.4
926,357,10,3,793.62,2380.86
927,357,59,2,1861.25,3722.5
928,357,57,2,1185.26,2370.52
929,358,17,1,1414.7,1414.7
930,358,26,3,1399.87,4199.61
931,358,19,2,988.5,1977.0
932,359,20,1,1210.66,1210.66
933,360,20,1,1210.66,1210.66
934,360,69,2,1420.76,2841.52
935,361,15,2,235.05,470.1
936,361,21,3,1216.13,3648.39
937,362,80,3,1847.47,5542.41
938,362,19,3,988.5,2965.5
939,363,70,1,1273.31,1273.31
940,363,79,1,815.61,815.61
941,364,41,3,619.8,1859.4
942,364,48,3,1501.92,4505.76
943,365,50,2,1902.02,3804.04
944,366,16,2,474.01,948.02
945,366,70,3,1273.31,3819.93
946,367,76,2,142.74,285.48
947,367,33,2,270.98,541.96
948,368,34,1,1478.85,1478.85
949,368,43,1,1285.88,1285.88
950,369,53,1,1959.8,1959.8
951,369,42,3,371.66,1114.98
952,369,66,3,977.28,2931.84
953,370,73,1,1821.4,1821.4
954,370,71,2,128.09,256.18
955,370,15,2,235.05,470.1
956,370,17,3,1414.7,4244.1
957,371,13,1,1034.82,1034.82
958,371,19,1,988.5,988.5
959,372,68,2,1876.49,3752.98
960,372,44,2,1007.35,2014.7
961,373,61,1,140.49,140.49
962,373,53,2,1959.8,3919.6
963,373,65,1,939.51,939.51
964,374,38,1,1608.59,1608.59
965,374,10,1,793.62,793.62
966,374,76,2,142.74,285.48
967,374,33,1,270.98,270.98
968,375,13,2,1034.82,2069.64
969,376,23,2,664.45,1328.9
970,376,48,3,1501.92,4505.76
971,377,24,2,1283.79,2567.58
972,377,58,1,1404.31,1404.31
973,378,61,3,140.49,421.47
974,379,80,1,1847.47,1847.47
975,379,45,3,381.06,1143.18
976,380,24,2,1283.79,2567.58
977,380,59,3,1861.25,5583.75
978,380,41,3,619.8,1859.4
979,380,65,3,939.51,2818.53
980,381,71,3,128.09,384.27
981,381,6,2,381.29,762.58
982,381,37,1,153.11,153.11
983,381,26,2,1399.87,2799.74
984,382,14,2,1455.01,2910.02
985,382,62,1,1709.77,1709.77
986,382,54,2,355.53,711.06
987,382,35,1,494.54,494.54
988,383,54,2,355.53,711.06
989,383,5,3,33.6,100.8
990,383,56,2,1183.95,2367.9
991,384,25,2,323.43,646.86
992,385,30,2,1655.41,3310.82
993,385,10,3,793.62,2380.86
994,385,22,2,75.08,150.16
995,386,50,1,1902.02,1902.02
996,387,5,1,33.6,33.6
997,387,48,2,1501.92,3003.84
998,387,58,1,1404.31,1404.31
999,388,40,2,1475.12,2950.24
1000,388,4,1,1336.09,1336.09
1001,388,71,1,128.09,128.09
1002,389,14,1,1455.01,1455.01
1003,390,70,3,1273.31,3819.93
1004,390,53,2,1959.8,3919.6
1005,390,47,3,1982.42,5947.26
1006,390,60,3,1571.59,4714.77
1007,391,23,3,664.45,1993.35
1008,391,53,3,1959.8,5879.4
1009,392,12,2,1752.2,3504.4
1010,392,31,2,1054.88,2109.76
1011,392,54,1,355.53,355.53
1012,393,35,2,494.54,989.08
1013,393,43,3,1285.88,3857.64
1014,393,61,2,140.49,280.98
1015,393,62,1,1709.77,1709.77
1016,394,16,1,474.01,474.01
1017,394,54,3,355.53,1066.59
1018,394,72,2,1810.61,3621.22
1019,394,67,1,887.21,887.21
1020,395,65,3,939.51,2818.53
1021,395,8,2,358.66,717.32
1022,395,53,1,1959.8,1959.8
1023,396,54,1,355.53,355.53
1024,396,79,1,815.61,815.61
1025,396,19,3,988.5,2965.5
1026,396,69,2,1420.76,2841.52
1027,397,80,2,1847.47,3694.94
1028,397,16,3,474.01,1422.03
1029,398,55,1,1409.4,1409.4
1030,398,28,1,1964.38,1964.38
1031,398,73,1,1821.4,1821.4
1032,398,6,3,381.29,1143.87
1033,399,61,1,140.49,140.49
1034,399,23,1,664.45,664.45
1035,399,14,3,1455.01,4365.03
1036,399,51,2,429.68,859.36
1037,400,10,1,793.62,793.62
1038,400,38,1,1608.59,1608.59
1039,400,8,2,358.66,717.32
1040,401,62,2,1709.77,3419.54
1041,401,23,3,664.45,1993.35
1042,402,4,1,1336.09,1336.09
1043,402,72,3,1810.61,5431.83
1044,402,70,1,1273.31,1273.31
1045,402,30,3,1655.41,4966.23
1046,403,10,2,793.62,1587.24
1047,403,33,3,270.98,812.94
1048,403,12,3,1752.2,5256.6
1049,404,43,1,1285.88,1285.88
1050,404,78,2,288.66,577.32
1051,404,76,2,142.74,285.48
1052,404,39,1,1540.08,1540.08
1053,405,19,2,988.5,1977.0
1054,406,26,3,1399.87,4199.61
1055,407,74,1,1566.92,1566.92
1056,407,32,2,765.62,1531.24
1057,407,49,3,1487.67,4463.01
1058,408,1,2,1567.29,3134.58
1059,408,52,1,1144.03,1144.03
1060,408,78,1,288.66,288.66
1061,408,70,2,1273.31,2546.62
1062,409,20,1,1210.66,1210.66
1063,409,27,2,1499.37,2998.74
1064,409,3,1,301.41,301.41
1065,410,37,2,153.11,306.22
1066,410,56,3,1183.95,3551.85
1067,410,23,1,664.45,664.45
1068,411,18,1,133.92,133.92
1069,411,78,2,288.66,577.32
1070,412,7,2,87.17,174.34
1071,412,12,2,1752.2,3504.4
1072,412,61,1,140.49,140.49
1073,412,27,1,1499.37,1499.37
1074,413,23,2,664.45,1328.9
1075,413,32,3,765.62,2296.86
1076,413,63,2,474.22,948.44
1077,413,48,2,1501.92,3003.84
1078,414,35,3,494.54,1483.62
1079,414,1,3,1567.29,4701.87
1080,415,79,2,815.61,1631.22
1081,416,39,1,1540.08,1540.08
1082,416,78,2,288.66,577.32
1083,416,19,2,988.5,1977.0
1084,416,45,1,381.06,381.06
1085,417,58,3,1404.31,4212.93
1086,417,47,1,1982.42,1982.42
1087,417,26,1,1399.87,1399.87
1088,417,14,1,1455.01,1455.01
1089,418,70,1,1273.31,1273.31
1090,418,32,3,765.62,2296.86
1091,419,39,2,1540.08,3080.16
1092,420,21,2,1216.13,2432.26
1093,420,59,1,1861.25,1861.25
1094,420,32,2,765.62,1531.24
1095,421,46,3,1381.15,4143.45
1096,421,59,2,1861.25,3722.5
1097,421,55,3,1409.4,4228.2
1098,421,64,2,772.42,1544.84
1099,422,12,1,1752.2,1752.2
1100,422,14,3,1455.01,4365.03
1101,422,25,2,323.43,646.86
1102,422,75,1,43.75,43.75
1103,423,58,3,1404.31,4212.93
1104,423,65,1,939.51,939.51
1105,423,52,3,1144.03,3432.09
1106,424,70,1,1273.31,1273.31
1107,424,69,3,1420.76,4262.28
1108,424,28,1,1964.38,1964.38
1109,425,13,3,1034.82,3104.46
1110,426,1,1,1567.29,1567.29
1111,426,30,3,1655.41,4966.23
1112,426,33,2,270.98,541.96
1113,427,6,2,381.29,762.58
1114,427,49,2,1487.67,2975.34
1115,427,69,2,1420.76,2841.52
1116,427,33,3,270.98,812.94
1117,428,44,1,1007.35,1007.35
1118,428,78,1,288.66,288.66
1119,428,47,1,1982.42,1982.42
1120,429,59,1,1861.25,1861.25
1121,429,22,2,75.08,150.16
1122,429,63,3,474.22,1422.66
1123,429,75,2,43.75,87.5
1124,430,29,2,443.29,886.58
1125,430,64,3,772.42,2317.26
1126,431,34,3,1478.85,4436.55
1127,431,3,3,301.41,904.23
1128,431,41,1,619.8,619.8
1129,432,74,2,1566.92,3133.84
1130,432,18,2,133.92,267.84
1131,433,62,3,1709.77,5129.31
1132,433,23,2,664.45,1328.9
1133,433,12,2,1752.2,3504.4
1134,434,53,2,1959.8,3919.6
1135,434,34,1,1478.85,1478.85
1136,434,44,1,1007.35,1007.35
1137,434,18,3,133.92,401.76
1138,435,70,3,1273.31,3819.93
1139,435,37,2,153.11,306.22
1140,436,15,3,235.05,705.15
1141,437,42,3,371.66,1114.98
1142,437,31,2,1054.88,2109.76
1143,437,59,1,1861.25,1861.25
1144,437,78,2,288.66,577.32
1145,438,69,3,1420.76,4262.28
1146,439,40,2,1475.12,2950.24
1147,440,68,1,1876.49,1876.49
1148,440,57,3,1185.26,3555.78
1149,440,29,3,443.29,1329.87
1150,440,79,2,815.61,1631.22
1151,441,23,3,664.45,1993.35
1152,442,59,3,1861.25,5583.75
1153,442,16,1,474.01,474.01
1154,442,79,2,815.61,1631.22
1155,443,34,3,1478.85,4436.55
1156,443,30,2,1655.41,3310.82
1157,443,6,2,381.29,762.58
1158,443,71,1,128.09,128.09
1159,444,28,3,1964.38,5893.14
1160,444,74,1,1566.92,1566.92
1161,445,16,1,474.01,474.01
1162,446,77,3,473.59,1420.77
1163,447,30,3,1655.41,4966.23
1164,447,28,3,1964.38,5893.14
1165,448,21,1,1216.13,1216.13
1166,448,37,2,153.11,306.22
1167,448,67,1,887.21,887.21
1168,449,25,1,323.43,323.43
1169,449,7,3,87.17,261.51
1170,450,29,1,443.29,443.29
1171,450,47,3,1982.42,5947.26
1172,451,50,3,1902.02,5706.06
1173,452,76,3,142.74,428.22
1174,452,7,1,87.17,87.17
1175,452,26,3,1399.87,4199.61
1176,452,53,1,1959.8,1959.8
1177,453,26,2,1399.87,2799.74
1178,453,78,3,288.66,865.98
1179,453,60,2,1571.59,3143.18
1180,453,43,3,1285.88,3857.64
1181,454,22,2,75.08,150.16
1182,454,43,1,1285.88,1285.88
1183,454,59,1,1861.25,1861.25
1184,454,79,1,815.61,815.61
1185,455,21,2,1216.13,2432.26
1186,455,72,3,1810.61,5431.83
1187,455,46,2,1381.15,2762.3
1188,456,61,1,140.49,140.49
1189,456,47,2,1982.42,3964.84
1190,456,77,2,473.59,947.18
1191,456,38,3,1608.59,4825.77
1192,457,22,2,75.08,150.16
1193,458,64,1,772.42,772.42
1194,458,7,1,87.17,87.17
1195,458,50,3,1902.02,5706.06
1196,458,71,2,128.09,256.18
1197,459,67,1,887.21,887.21
1198,459,19,1,988.5,988.5
1199,459,41,1,619.8,619.8
1200,459,66,2,977.28,1954.56
1201,460,6,3,381.29,1143.87
1202,460,3,2,301.41,602.82
1203,460,72,2,1810.61,3621.22
1204,461,46,1,1381.15,1381.15
1205,461,26,3,1399.87,4199.61
1206,461,18,2,133.92,267.84
1207,461,19,3,988.5,2965.5
1208,462,18,3,133.92,401.76
1209,463,20,2,1210.66,2421.32
1210,463,2,3,457.8,1373.4
1211,464,11,3,822.48,2467.44
1212,464,10,1,793.62,793.62
1213,464,45,2,381.06,762.12
1214,465,28,2,1964.38,3928.76
1215,466,53,3,1959.8,5879.4
1216,467,60,2,1571.59,3143.18
1217,467,7,3,87.17,261.51
1218,467,39,3,1540.08,4620.24
1219,468,20,1,1210.66,1210.66
1220,468,1,1,1567.29,1567.29
1221,468,28,2,1964.38,3928.76
1222,468,71,1,128.09,128.09
1223,469,4,1,1336.09,1336.09
1224,469,60,1,1571.59,1571.59
1225,470,76,1,142.74,142.74
1226,470,55,2,1409.4,2818.8
1227,471,66,2,977.28,1954.56
1228,471,42,3,371.66,1114.98
1229,471,6,2,381.29,762.58
1230,472,51,3,429.68,1289.04
1231,473,76,2,142.74,285.48
1232,473,16,1,474.01,474.01
1233,473,59,1,1861.25,1861.25
1234,473,52,3,1144.03,3432.09
1235,474,11,1,822.48,822.48
1236,475,79,2,815.61,1631.22
1237,476,46,2,1381.15,2762.3
1238,476,40,1,1475.12,1475.12
1239,477,55,1,1409.4,1409.4
1240,478,69,1,1420.76,1420.76
1241,478,15,3,235.05,705.15
1242,478,6,1,381.29,381.29
1243,479,44,3,1007.35,3022.05
1244,480,12,1,1752.2,1752.2
1245,480,28,2,1964.38,3928.76
1246,481,14,3,1455.01,4365.03
1247,481,2,3,457.8,1373.4
1248,482,35,3,494.54,1483.62
1249,482,56,1,1183.95,1183.95
1250,482,11,2,822.48,1644.96
1251,483,8,2,358.66,717.32
1252,483,35,3,494.54,1483.62
1253,484,71,1,128.09,128.09
1254,484,55,3,1409.4,4228.2
1255,484,15,2,235.05,470.1
1256,485,31,3,1054.88,3164.64
1257,485,10,1,793.62,793.62
1258,485,6,1,381.29,381.29
1259,486,52,2,1144.03,2288.06
1260,486,14,1,1455.01,1455.01
1261,487,53,3,1959.8,5879.4
1262,488,60,3,1571.59,4714.77
1263,488,7,2,87.17,174.34
1264,489,76,2,142.74,285.48
1265,490,1,1,1567.29,1567.29
1266,490,62,3,1709.77,5129.31
1267,490,26,1,1399.87,1399.87
1268,491,69,3,1420.76,4262.28
1269,491,5,3,33.6,100.8
1270,491,13,1,1034.82,1034.82
1271,491,32,2,765.62,1531.24
1272,492,8,3,358.66,1075.98
1273,493,20,2,1210.66,2421.32
1274,493,78,2,288.66,577.32
1275,493,14,1,1455.01,1455.01
1276,494,12,2,1752.2,3504.4
1277,494,4,2,1336.09,2672.18
1278,494,69,2,1420.76,2841.52
1279,494,71,2,128.09,256.18
1280,495,51,1,429.68,429.68
1281,495,71,2,128.09,256.18
1282,496,77,3,473.59,1420.77
1283,497,2,2,457.8,915.6
1284,497,8,2,358.66,717.32
1285,497,37,3,153.11,459.33
1286,498,7,1,87.17,87.17
1287,498,52,2,1144.03,2288.06
1288,498,68,1,1876.49,1876.49
1289,499,53,1,1959.8,1959.8
1290,499,67,1,887.21,887.21
1291,500,51,3,429.68,1289.04
1292,500,20,1,1210.66,1210.66
1293,500,62,1,1709.77,1709.77
1294,500,6,2,381.29,762.58
1295,501,73,3,1821.4,5464.2
1296,501,80,2,1847.47,3694.94
1297,502,20,1,1210.66,1210.66
1298,502,49,1,1487.67,1487.67
1299,502,21,1,1216.13,1216.13
1300,502,37,2,153.11,306.22
1301,503,63,2,474.22,948.44
1302,503,45,2,381.06,762.12
1303,504,27,3,1499.37,4498.11
1304,504,54,3,355.53,1066.59
1305,504,37,2,153.11,306.22
1306,504,76,3,142.74,428.22
1307,505,32,1,765.62,765.62
1308,506,55,2,1409.4,2818.8
1309,506,9,1,387.1,387.1
1310,507,23,2,664.45,1328.9
1311,508,33,2,270.98,541.96
1312,509,27,2,1499.37,2998.74
1313,509,25,2,323.43,646.86
1314,509,80,3,1847.47,5542.41
1315,509,64,1,772.42,772.42
1316,510,27,2,1499.37,2998.74
1317,510,45,2,381.06,762.12
1318,510,14,1,1455.01,1455.01
1319,510,70,2,1273.31,2546.62
1320,511,80,3,1847.47,5542.41
1321,511,51,1,429.68,429.68
1322,511,46,1,1381.15,1381.15
1323,512,54,2,355.53,711.06
1324,513,23,1,664.45,664.45
1325,513,40,1,1475.12,1475.12
1326,513,75,3,43.75,131.25
1327,514,11,1,822.48,822.48
1328,514,35,3,494.54,1483.62
1329,515,62,2,1709.77,3419.54
1330,516,45,3,381.06,1143.18
1331,516,59,1,1861.25,1861.25
1332,517,20,1,1210.66,1210.66
1333,517,19,2,988.5,1977.0
1334,518,29,3,443.29,1329.87
1335,519,32,2,765.62,1531.24
1336,519,75,3,43.75,131.25
1337,520,58,1,1404.31,1404.31
1338,520,3,3,301.41,904.23
1339,520,45,3,381.06,1143.18
1340,520,70,3,1273.31,3819.93
1341,521,13,1,1034.82,1034.82
1342,522,68,3,1876.49,5629.47
1343,523,66,1,977.28,977.28
1344,524,14,3,1455.01,4365.03
1345,524,47,3,1982.42,5947.26
1346,525,3,1,301.41,301.41
1347,525,33,3,270.98,812.94
1348,526,53,3,1959.8,5879.4
1349,526,64,3,772.42,2317.26
1350,526,38,2,1608.59,3217.18
1351,526,75,1,43.75,43.75
1352,527,22,2,75.08,150.16
1353,528,29,1,443.29,443.29
1354,529,41,1,619.8,619.8
1355,529,14,1,1455.01,1455.01
1356,530,70,3,1273.31,3819.93
1357,530,32,2,765.62,1531.24
1358,530,78,1,288.66,288.66
1359,530,64,2,772.42,1544.84
1360,531,63,2,474.22,948.44
1361,531,76,3,142.74,428.22
1362,532,14,2,1455.01,2910.02
1363,532,44,2,1007.35,2014.7
1364,532,32,1,765.62,765.62
1365,533,1,3,1567.29,4701.87
1366,534,7,2,87.17,174.34
1367,534,50,1,1902.02,1902.02
1368,535,59,3,1861.25,5583.75
1369,535,47,1,1982.42,1982.42
1370,535,15,1,235.05,235.05
1371,536,25,1,323.43,323.43
1372,536,76,3,142.74,428.22
1373,536,51,2,429.68,859.36
1374,537,14,2,1455.01,2910.02
1375,537,61,2,140.49,280.98
1376,537,11,1,822.48,822.48
1377,538,77,2,473.59,947.18
1378,538,72,2,1810.61,3621.22
1379,539,17,1,1414.7,1414.7
1380,539,5,1,33.6,33.6
1381,539,65,2,939.51,1879.02
1382,540,2,1,457.8,457.8
1383,541,33,1,270.98,270.98
1384,541,41,2,619.8,1239.6
1385,542,2,1,457.8,457.8
1386,543,53,2,1959.8,3919.6
1387,543,62,3,1709.77,5129.31
1388,543,79,3,815.61,2446.83
1389,544,22,3,75.08,225.24
1390,544,15,3,235.05,705.15
1391,545,78,2,288.66,577.32
1392,545,30,1,1655.41,1655.41
1393,545,77,1,473.59,473.59
1394,545,4,1,1336.09,1336.09
1395,546,47,2,1982.42,3964.84
1396,546,62,1,1709.77,1709.77
1397,546,17,2,1414.7,2829.4
1398,546,72,3,1810.61,5431.83
1399,547,14,1,1455.01,1455.01
1400,547,12,2,1752.2,3504.4
1401,547,60,1,1571.59,1571.59
1402,547,48,2,1501.92,3003.84
1403,548,9,2,387.1,774.2
1404,548,73,1,1821.4,1821.4
1405,548,61,2,140.49,280.98
1406,549,28,3,1964.38,5893.14
1407,549,25,1,323.43,323.43
1408,550,78,1,288.66,288.66
1409,550,21,1,1216.13,1216.13
1410,551,41,3,619.8,1859.4
1411,552,62,3,1709.77,5129.31
1412,553,78,1,288.66,288.66
1413,554,19,3,988.5,2965.5
1414,555,23,3,664.45,1993.35
1415,555,8,3,358.66,1075.98
1416,555,28,1,1964.38,1964.38
1417,555,26,3,1399.87,4199.61
1418,556,66,2,977.28,1954.56
1419,556,74,1,1566.92,1566.92
1420,556,63,1,474.22,474.22
1421,556,8,3,358.66,1075.98
1422,557,73,2,1821.4,3642.8
1423,558,32,2,765.62,1531.24
1424,558,67,3,887.21,2661.63
1425,559,39,2,1540.08,3080.16
1426,559,63,1,474.22,474.22
1427,559,60,3,1571.59,4714.77
1428,559,53,1,1959.8,1959.8
1429,560,77,1,473.59,473.59
1430,560,73,2,1821.4,3642.8
1431,561,56,2,1183.95,2367.9
1432,561,55,1,1409.4,1409.4
1433,562,67,2,887.21,1774.42
1434,562,65,2,939.51,1879.02
1435,563,14,2,1455.01,2910.02
1436,563,71,1,128.09,128.09
1437,564,35,3,494.54,1483.62
1438,565,24,1,1283.79,1283.79
1439,565,50,3,1902.02,5706.06
1440,565,77,3,473.59,1420.77
1441,565,13,3,1034.82,3104.46
1442,566,45,1,381.06,381.06
1443,567,68,3,1876.49,5629.47
1444,568,10,3,793.62,2380.86
1445,569,25,1,323.43,323.43
1446,569,51,1,429.68,429.68
1447,569,52,3,1144.03,3432.09
1448,569,79,2,815.61,1631.22
1449,570,1,2,1567.29,3134.58
1450,571,18,1,133.92,133.92
1451,571,5,3,33.6,100.8
1452,572,31,3,1054.88,3164.64
1453,572,19,1,988.5,988.5
1454,572,3,2,301.41,602.82
1455,572,61,1,140.49,140.49
1456,573,23,2,664.45,1328.9
1457,573,20,2,1210.66,2421.32
1458,573,4,3,1336.09,4008.27
1459,574,22,2,75.08,150.16
1460,574,47,2,1982.42,3964.84
1461,575,53,1,1959.8,1959.8
1462,576,20,3,1210.66,3631.98
1463,576,21,2,1216.13,2432.26
1464,577,54,2,355.53,711.06
1465,577,21,2,1216.13,2432.26
1466,578,2,3,457.8,1373.4
1467,579,33,1,270.98,270.98
1468,579,50,2,1902.02,3804.04
1469,579,29,3,443.29,1329.87
1470,580,53,1,1959.8,1959.8
1471,580,33,2,270.98,541.96
1472,580,65,1,939.51,939.51
1473,580,57,3,1185.26,3555.78
1474,581,11,3,822.48,2467.44
1475,581,68,2,1876.49,3752.98
1476,582,79,2,815.61,1631.22
1477,582,21,1,1216.13,1216.13
1478,583,6,2,381.29,762.58
1479,583,25,3,323.43,970.29
1480,584,24,1,1283.79,1283.79
1481,585,17,3,1414.7,4244.1
1482,585,78,3,288.66,865.98
1483,585,69,3,1420.76,4262.28
1484,586,80,1,1847.47,1847.47
1485,587,4,1,1336.09,1336.09
1486,587,10,1,793.62,793.62
1487,588,25,2,323.43,646.86
1488,588,29,2,443.29,886.58
1489,588,78,2,288.66,577.32
1490,589,35,2,494.54,989.08
1491,589,13,1,1034.82,1034.82
1492,589,23,1,664.45,664.45
1493,589,18,2,133.92,267.84
1494,590,43,3,1285.88,3857.64
1495,590,33,2,270.98,541.96
1496,590,51,2,429.68,859.36
1497,590,15,3,235.05,705.15
1498,591,23,1,664.45,664.45
1499,592,28,3,1964.38,5893.14
1500,592,22,1,75.08,75.08
1501,593,67,1,887.21,887.21
1502,593,55,2,1409.4,2818.8
1503,593,16,3,474.01,1422.03
1504,593,63,2,474.22,948.44
1505,594,18,1,133.92,133.92
1506,594,4,2,1336.09,2672.18
1507,594,5,2,33.6,67.2
1508,595,52,3,1144.03,3432.09
1509,596,33,2,270.98,541.96
1510,596,20,1,1210.66,1210.66
1511,597,58,3,1404.31,4212.93
1512,597,47,2,1982.42,3964.84
1513,597,45,1,381.06,381.06
1514,597,23,1,664.45,664.45
1515,598,8,2,358.66,717.32
1516,599,2,3,457.8,1373.4
1517,599,70,3,1273.31,3819.93
1518,599,71,3,128.09,384.27
1519,599,4,3,1336.09,4008.27
1520,600,4,1,1336.09,1336.09
1521,600,13,3,1034.82,3104.46
1522,600,21,3,1216.13,3648.39
1523,601,19,2,988.5,1977.0
1524,602,52,1,1144.03,1144.03
1525,602,56,1,1183.95,1183.95
1526,603,19,2,988.5,1977.0
1527,603,7,3,87.17,261.51
1528,604,32,2,765.62,1531.24
1529,604,73,3,1821.4,5464.2
1530,604,58,2,1404.31,2808.62
1531,604,51,1,429.68,429.68
1532,605,79,1,815.61,815.61
1533,606,66,2,977.28,1954.56
1534,606,9,1,387.1,387.1
1535,606,68,3,1876.49,5629.47
1536,606,80,3,1847.47,5542.41
1537,607,13,1,1034.82,1034.82
1538,607,49,1,1487.67,1487.67
1539,607,2,1,457.8,457.8
1540,607,29,3,443.29,1329.87
1541,608,26,1,1399.87,1399.87
1542,609,80,1,1847.47,1847.47
1543,609,30,2,1655.41,3310.82
1544,609,29,1,443.29,443.29
1545,609,61,3,140.49,421.47
1546,610,58,3,1404.31,4212.93
1547,610,69,2,1420.76,2841.52
1548,610,30,3,1655.41,4966.23
1549,611,75,1,43.75,43.75
1550,612,3,2,301.41,602.82
1551,612,25,3,323.43,970.29
1552,612,56,1,1183.95,1183.95
1553,613,35,2,494.54,989.08
1554,613,75,2,43.75,87.5
1555,614,17,2,1414.7,2829.4
1556,614,36,1,761.6,761.6
1557,614,26,3,1399.87,4199.61
1558,615,78,3,288.66,865.98
1559,615,75,1,43.75,43.75
1560,615,48,3,1501.92,4505.76
1561,615,32,2,765.62,1531.24
1562,616,32,2,765.62,1531.24
1563,616,55,3,1409.4,4228.2
1564,617,36,3,761.6,2284.8
1565,617,16,1,474.01,474.01
1566,618,6,2,381.29,762.58
1567,619,5,3,33.6,100.8
1568,619,20,1,1210.66,1210.66
1569,620,30,1,1655.41,1655.41
1570,620,60,1,1571.59,1571.59
1571,621,44,2,1007.35,2014.7
1572,621,31,1,1054.88,1054.88
1573,621,53,1,1959.8,1959.8
1574,622,49,1,1487.67,1487.67
1575,622,7,1,87.17,87.17
1576,623,42,2,371.66,743.32
1577,623,5,2,33.6,67.2
1578,623,75,2,43.75,87.5
1579,624,37,2,153.11,306.22
1580,624,71,2,128.09,256.18
1581,625,65,3,939.51,2818.53
1582,626,29,1,443.29,443.29
1583,626,38,1,1608.59,1608.59
1584,627,55,1,1409.4,1409.4
1585,627,5,2,33.6,67.2
1586,628,57,2,1185.26,2370.52
1587,628,69,1,1420.76,1420.76
1588,628,56,1,1183.95,1183.95
1589,628,51,3,429.68,1289.04
