pedido_id,cliente_id,data_pedido,canal_venda,status,valor_frete,desconto_aplicado
462,160,2024-12-14,Marketplace_B,Entregue,19.41,0.07
463,14,2023-07-30,Loja Física,Entregue,4.78,0.04
464,178,2024-06-11,WhatsApp,Entregue,45.73,0.11
465,412,2023-11-12,Site,Entregue,4.55,0.1
466,53,2024-02-08,Site,Entregue,32.41,0.14
467,408,2023-07-09,Loja Física,Entregue,20.66,0.15
468,22,2023-06-27,Marketplace_A,Em trânsito,20.28,0.19
469,30,2024-03-28,Marketplace_A,Em trânsito,33.98,0.13
470,260,2023-12-25,Marketplace_B,Entregue,3.35,0.03
471,205,2024-04-26,Marketplace_B,Entregue,29.69,0.21
472,59,2023-12-15,WhatsApp,Em trânsito,38.6,0.08
473,471,2024-03-12,WhatsApp,Processando,41.41,0.24
474,466,2023-12-15,Marketplace_B,Entregue,8.53,0.03
475,12,2023-07-21,Site,Entregue,44.87,0.24
476,290,2024-10-19,Loja Física,Entregue,32.81,0.02
477,354,2024-10-31,Site,Entregue,44.09,0.06
478,75,2024-12-25,Site,Entregue,24.26,0.01
479,441,2024-02-26,Loja Física,Entregue,27.1,0.18
480,241,2024-07-03,Site,Entregue,45.95,0.21
481,154,2023-12-04,Site,Entregue,45.0,0.11
482,96,2024-12-09,Site,Entregue,22.41,0.23
483,294,2024-05-14,Loja Física,Entregue,13.72,0.15
484,209,2024-09-14,Marketplace_A,Entregue,19.66,0.16
485,343,2023-12-05,Marketplace_B,Entregue,19.39,0.21
486,88,2024-05-26,Site,Entregue,14.34,0.07
487,390,2023-11-20,Loja Física,Devolvido,13.43,0.09
488,325,2024-02-24,Loja Física,Entregue,43.05,0.23
489,157,2024-08-09,Site,Em trânsito,3.49,0.23
490,137,2024-10-01,Marketplace_A,Devolvido,33.88,0.24
491,428,2025-01-07,Site,Entregue,8.64,0.23
492,452,2024-10-29,WhatsApp,Entregue,17.23,0.03
493,141,2024-01-20,Marketplace_B,Entregue,3.08,0.21
494,83,2023-10-18,WhatsApp,Devolvido,13.5,0.1
495,177,2024-03-26,Site,Processando,38.42,0.25
496,198,2023-09-14,Loja Física,Em trânsito,44.25,0.12
497,421,2024-04-18,Loja Física,Entregue,11.08,0.14
498,401,2024-08-10,Marketplace_B,Entregue,23.18,0.13
499,471,2023-09-15,WhatsApp,Entregue,23.52,0.08
500,218,2023-08-30,Marketplace_A,Entregue,43.68,0.02
501,175,2024-08-25,Site,Entregue,38.14,0.22
502,23,2024-08-14,Marketplace_B,Entregue,25.65,0.2
503,235,2024-01-07,Marketplace_B,Em trânsito,33.54,0.03
504,13,2024-01-02,Marketplace_A,Entregue,42.37,0.19
505,101,2024-07-28,Site,Entregue,0.48,0.16
506,523,2023-11-20,Marketplace_A,Entregue,20.14,0.1
507,452,2024-08-03,Site,Cancelado,45.36,0.06
508,431,2023-12-18,Marketplace_A,Em trânsito,37.02,0.21
509,293,2024-05-22,Marketplace_B,Entregue,27.14,0.18
510,101,2024-12-22,Marketplace_B,Entregue,26.48,0.14
511,502,2023-10-04,Site,Entregue,17.39,0.15
512,304,2023-11-03,Marketplace_A,Devolvido,26.03,0.02
513,355,2023-11-20,Site,Entregue,32.77,0.12
514,303,2023-11-16,Site,Entregue,20.92,0.05
515,496,2023-09-22,Loja Física,Entregue,35.71,0.05
516,227,2023-12-30,WhatsApp,Entregue,43.06,0.17
517,236,2024-12-14,Marketplace_A,Cancelado,7.73,0.23
518,455,2024-08-14,Loja Física,Entregue,22.58,0.1
519,13,2023-11-11,Loja Física,Entregue,20.4,0.05
520,210,2024-10-14,Loja Física,Entregue,34.37,0.16
521,397,2023-07-26,Site,Entregue,12.49,0.22
522,100,2024-09-27,WhatsApp,Processando,32.01,0.19
523,31,2024-08-01,Marketplace_A,Entregue,43.87,0.22
524,528,2024-05-26,Site,Cancelado,20.91,0.13
525,329,2023-11-15,Site,Em trânsito,45.55,0.19
526,166,2024-12-28,Marketplace_A,Entregue,49.66,0.04
527,459,2024-10-02,Site,Entregue,5.3,0.09
528,100,2023-09-01,Site,Entregue,11.65,0.1
529,173,2024-10-21,Site,Em trânsito,47.52,0.13
530,162,2024-07-02,Loja Física,Entregue,47.92,0.23
531,263,2024-08-02,Loja Física,Entregue,4.89,0.22
532,274,2023-06-18,Site,Entregue,0.75,0.03
533,3,2024-10-09,Loja Física,Em trânsito,8.06,0.04
534,28,2024-02-13,Loja Física,Entregue,49.8,0.09
535,326,2024-02-23,Loja Física,Entregue,9.0,0.07
536,149,2024-01-12,Site,Entregue,25.13,0.15
537,488,2024-12-01,Marketplace_B,Entregue,42.42,0.23
538,438,2023-12-20,WhatsApp,Cancelado,1.02,0.24
539,65,2024-03-05,Marketplace_B,Entregue,30.22,0.16
540,356,2023-06-16,Site,Cancelado,13.85,0.21
541,252,2023-06-23,Marketplace_A,Entregue,43.12,0.13
542,235,2023-12-24,Marketplace_B,Entregue,14.17,0.05
543,227,2024-08-25,Marketplace_A,Entregue,34.34,0.13
544,525,2023-07-06,Site,Entregue,33.71,0.14
545,313,2024-12-14,Site,Entregue,11.07,0.19
546,49,2023-09-25,Loja Física,Entregue,1.74,0.05
547,118,2023-11-28,Loja Física,Entregue,20.46,0.09
548,54,2024-05-18,Site,Entregue,14.46,0.09
549,44,2023-12-21,WhatsApp,Entregue,40.45,0.24
550,53,2024-08-17,Site,Devolvido,40.02,0.11
551,525,2024-07-14,Marketplace_B,Entregue,22.85,0.19
552,102,2024-10-26,Loja Física,Entregue,30.33,0.19
553,398,2023-09-14,Loja Física,Entregue,30.21,0.07
554,138,2024-08-05,WhatsApp,Em trânsito,41.36,0.14
555,387,2023-08-25,Site,Em trânsito,21.25,0.22
556,111,2024-10-06,Loja Física,Entregue,13.77,0.12
557,17,2024-05-24,Site,Devolvido,13.25,0.24
558,182,2024-08-11,Marketplace_B,Entregue,26.81,0.05
559,171,2024-09-11,Marketplace_B,Entregue,22.46,0.02
560,409,2024-06-19,Marketplace_B,Devolvido,22.01,0.22
561,378,2024-04-11,Site,Devolvido,4.56,0.21
562,188,2024-07-27,Loja Física,Entregue,35.93,0.25
563,230,2024-03-08,Site,Cancelado,10.69,0.17
564,119,2023-11-27,Site,Entregue,9.85,0.23
565,156,2023-10-07,Marketplace_B,Cancelado,20.64,0.21
566,465,2024-05-24,Marketplace_A,Entregue,11.39,0.21
567,104,2024-06-17,Loja Física,Entregue,29.19,0.14
568,502,2024-09-18,Marketplace_A,Entregue,18.57,0.1
569,175,2024-01-30,Site,Entregue,22.45,0.23
570,421,2025-01-11,Loja Física,Entregue,26.86,0.11
571,134,2023-09-18,Marketplace_A,Entregue,10.18,0.13
572,391,2024-08-07,Site,Entregue,7.79,0.11
573,501,2023-07-13,Marketplace_B,Entregue,44.02,0.14
574,33,2023-09-04,Marketplace_A,Entregue,21.69,0.12
575,55,2024-01-17,Marketplace_B,Entregue,20.6,0.01
576,519,2024-03-16,Marketplace_A,Entregue,1.78,0.22
577,12,2023-11-06,Loja Física,Em trânsito,24.9,0.11
578,528,2023-12-17,Loja Física,Devolvido,27.71,0.15
579,373,2024-10-09,Marketplace_B,Em trânsito,27.94,0.03
580,484,2024-04-23,Site,Entregue,35.35,0.0
581,228,2023-10-12,Loja Física,Em trânsito,8.87,0.06
582,307,2024-05-01,Marketplace_B,Entregue,12.61,0.18
583,457,2023-12-09,Marketplace_B,Entregue,40.54,0.02
584,160,2024-05-11,Marketplace_A,Entregue,47.36,0.23
585,331,2025-01-06,Loja Física,Cancelado,6.8,0.05
586,225,2024-02-21,Marketplace_B,Entregue,24.88,0.05
587,504,2024-06-01,Site,Entregue,10.71,0.05
588,456,2024-07-29,Marketplace_A,Entregue,3.0,0.0
589,45,2023-06-02,Loja Física,Cancelado,16.28,0.19
590,214,2024-12-11,Site,Entregue,7.18,0.22
591,59,2024-08-29,WhatsApp,Entregue,35.5,0.15
592,195,2023-12-21,Marketplace_B,Entregue,26.69,0.05
593,489,2023-09-24,Marketplace_B,Entregue,7.19,0.07
594,157,2023-08-21,Site,Entregue,0.46,0.12
595,226,2023-11-10,Site,Entregue,40.41,0.24
596,412,2024-11-30,WhatsApp,Cancelado,8.81,0.06
597,205,2023-08-09,Site,Entregue,30.31,0.18
598,79,2024-06-23,Loja Física,Entregue,16.85,0.11
599,124,2023-11-15,Marketplace_A,Entregue,29.27,0.07
600,471,2023-08-01,Site,Entregue,15.78,0.11
601,218,2024-07-01,Site,Entregue,4.35,0.02
602,516,2024-05-13,Marketplace_A,Entregue,11.15,0.2
603,104,2023-12-26,WhatsApp,Entregue,9.4,0.06
604,393,2024-01-03,Marketplace_A,Em trânsito,21.4,0.18
605,434,2023-12-24,Marketplace_A,Entregue,32.91,0.02
606,331,2024-02-27,Site,Entregue,13.19,0.24
607,143,2024-11-14,Marketplace_A,Cancelado,0.6,0.05
608,278,2023-06-14,Marketplace_A,Entregue,25.95,0.22
609,233,2024-07-01,Loja Física,Em trânsito,30.29,0.2
610,529,2023-08-29,Marketplace_A,Entregue,48.14,0.24
611,90,2024-08-01,Marketplace_A,Entregue,29.47,0.12
612,492,2024-07-31,Site,Cancelado,23.56,0.18
613,199,2024-01-06,WhatsApp,Entregue,28.67,0.09
614,362,2024-03-13,Site,Entregue,46.4,0.05
615,441,2024-12-22,Site,Em trânsito,41.42,0.11
616,26,2023-09-11,Marketplace_B,Entregue,16.15,0.04
617,25,2024-03-11,Marketplace_A,Entregue,11.86,0.25
618,394,2024-05-08,Marketplace_A,Entregue,13.13,0.02
619,507,2023-06-13,Marketplace_A,Cancelado,25.22,0.15
620,301,2024-12-06,Loja Física,Devolvido,37.2,0.16
621,339,2024-05-24,Site,Entregue,25.16,0.13
622,267,2023-09-25,Loja Física,Entregue,3.39,0.17
623,461,2024-04-21,Marketplace_B,Devolvido,36.18,0.03
624,456,2024-01-09,Marketplace_A,Entregue,40.3,0.14
625,360,2023-07-09,Marketplace_A,Entregue,14.47,0.07
626,68,2024-12-17,Site,Em trânsito,33.21,0.24
627,412,2024-10-22,Loja Física,Cancelado,21.33,0.19
628,491,2023-10-07,Marketplace_A,Cancelado,44.46,0.24
629,49,2023-12-26,Site,Entregue,42.26,0.01
630,102,2024-03-09,Marketplace_A,Entregue,26.27,0.07
631,216,2024-10-10,WhatsApp,Entregue,34.58,0.05
632,438,2024-10-17,Marketplace_A,Entregue,44.17,0.0
633,159,2023-09-08,WhatsApp,Entregue,24.79,0.06
634,489,2023-10-08,Site,Em trânsito,15.66,0.17
635,242,2023-12-25,Site,Entregue,37.68,0.06
636,5,2023-11-04,Site,Cancelado,11.0,0.13
637,361,2024-05-17,Marketplace_A,Entregue,19.43,0.22
638,459,2025-01-03,Site,Entregue,43.29,0.17
639,248,2024-06-14,Site,Entregue,36.22,0.1
640,422,2024-12-27,WhatsApp,Entregue,20.19,0.09
641,15,2025-01-08,Loja Física,Entregue,10.74,0.11
642,122,2024-01-25,Marketplace_B,Processando,17.8,0.04
643,277,2024-07-19,Site,Cancelado,14.21,0.16
644,453,2025-01-03,Site,Entregue,8.8,0.09
645,390,2023-12-12,Site,Entregue,37.17,0.21
646,294,2024-02-29,Marketplace_B,Processando,12.6,0.19
647,446,2024-02-20,WhatsApp,Entregue,22.71,0.15
648,210,2023-08-14,Marketplace_A,Entregue,19.29,0.09
649,302,2023-06-14,Site,Entregue,49.1,0.05
650,223,2023-11-12,Marketplace_A,Processando,19.55,0.19
651,3,2024-05-21,Site,Entregue,4.0,0.12
652,518,2023-12-02,Marketplace_A,Entregue,4.49,0.06
653,93,2024-05-11,Marketplace_B,Processando,29.54,0.05
654,520,2024-04-08,Marketplace_B,Entregue,29.97,0.04
655,428,2023-08-18,Site,Entregue,20.94,0.19
656,493,2024-07-14,Site,Entregue,21.59,0.06
657,235,2024-04-20,WhatsApp,Cancelado,2.7,0.13
658,161,2024-06-23,Site,Entregue,25.83,0.11
659,331,2023-11-01,Site,Processando,25.24,0.14
660,333,2024-12-11,Site,Entregue,7.48,0.22
661,50,2023-08-08,Site,Entregue,5.19,0.22
662,523,2023-07-01,Marketplace_A,Processando,6.18,0.11
663,492,2024-10-31,Loja Física,Entregue,5.05,0.0
664,272,2024-07-28,Site,Entregue,30.49,0.11
665,252,2024-02-02,Marketplace_A,Entregue,9.82,0.15
666,90,2024-10-30,Marketplace_B,Entregue,12.57,0.14
667,446,2023-08-14,Marketplace_A,Entregue,8.68,0.16
668,332,2024-06-14,Loja Física,Entregue,47.89,0.04
669,139,2024-05-06,Loja Física,Entregue,42.73,0.16
670,357,2024-06-03,Site,Cancelado,11.52,0.05
671,274,2023-11-26,Loja Física,Entregue,16.38,0.19
672,19,2023-06-02,Marketplace_A,Processando,10.49,0.08
673,311,2024-05-20,WhatsApp,Entregue,24.59,0.18
674,154,2024-03-27,Marketplace_A,Entregue,0.98,0.01
675,390,2025-01-09,WhatsApp,Entregue,33.57,0.1
676,260,2023-12-08,Loja Física,Entregue,26.16,0.18
677,125,2024-07-12,Site,Entregue,44.93,0.06
678,354,2023-10-11,Marketplace_A,Em trânsito,8.22,0.2
679,273,2024-05-21,WhatsApp,Devolvido,40.21,0.16
680,245,2024-05-01,Loja Física,Processando,39.6,0.15
681,450,2023-10-26,Site,Entregue,6.36,0.09
682,247,2023-07-01,Marketplace_B,Devolvido,19.93,0.12
683,520,2024-03-21,Site,Entregue,8.51,0.15
684,141,2024-11-07,Site,Entregue,12.74,0.12
685,362,2024-08-20,Marketplace_A,Cancelado,13.16,0.17
686,8,2024-09-08,Site,Entregue,27.81,0.11
687,478,2025-01-12,Loja Física,Entregue,20.57,0.05
688,352,2024-12-24,Site,Entregue,47.39,0.05
689,495,2024-09-14,Loja Física,Entregue,6.32,0.0
690,427,2023-10-13,Site,Em trânsito,48.68,0.08
691,39,2024-11-26,Site,Entregue,11.53,0.19
692,187,2023-08-28,Site,Processando,38.64,0.2
693,93,2024-07-20,Site,Entregue,16.95,0.05
694,86,2024-05-16,Site,Entregue,7.15,0.24
695,44,2024-02-28,Site,Entregue,42.89,0.13
696,137,2024-04-05,Marketplace_A,Entregue,15.44,0.23
697,421,2024-05-16,Site,Entregue,32.94,0.18
698,74,2024-02-03,Marketplace_A,Em trânsito,28.32,0.18
699,512,2023-12-24,Marketplace_A,Cancelado,23.59,0.02
700,156,2023-09-15,Loja Física,Processando,24.79,0.05
701,255,2024-12-06,WhatsApp,Cancelado,36.61,0.0
702,171,2023-10-25,Marketplace_A,Cancelado,4.39,0.18
703,170,2024-11-05,Site,Entregue,33.41,0.09
704,322,2023-11-03,Site,Cancelado,44.79,0.2
705,456,2024-02-05,WhatsApp,Entregue,2.89,0.08
706,155,2023-12-11,Site,Entregue,7.03,0.2
707,349,2024-02-19,Site,Entregue,35.83,0.03
708,451,2024-10-12,Site,Entregue,21.86,0.04
709,173,2023-07-05,Site,Entregue,20.18,0.09
710,10,2024-04-29,Site,Processando,6.85,0.1
711,265,2024-02-19,Loja Física,Entregue,25.34,0.09
712,438,2024-08-30,Site,Entregue,6.33,0.19
713,247,2023-12-21,Marketplace_B,Entregue,23.83,0.02
714,499,2023-07-15,Site,Entregue,38.18,0.09
715,129,2023-12-22,Site,Entregue,12.91,0.21
716,327,2024-06-16,WhatsApp,Entregue,24.04,0.02
717,404,2024-01-27,Site,Entregue,49.6,0.24
718,359,2024-06-19,Loja Física,Entregue,34.33,0.25
719,17,2024-12-01,Marketplace_A,Em trânsito,42.07,0.02
720,274,2024-10-07,Site,Em trânsito,20.74,0.07
721,116,2023-12-01,WhatsApp,Entregue,38.39,0.09
722,91,2023-09-24,Site,Entregue,2.03,0.19
723,82,2024-08-29,Loja Física,Entregue,6.15,0.15
724,324,2024-10-25,Site,Em trânsito,10.15,0.16
725,114,2024-08-24,Loja Física,Entregue,20.1,0.19
726,58,2023-12-11,Site,Entregue,42.29,0.03
727,154,2024-05-23,Marketplace_A,Em trânsito,17.31,0.21
728,404,2023-06-30,Loja Física,Entregue,32.73,0.18
729,266,2023-11-03,WhatsApp,Entregue,35.47,0.14
730,315,2024-07-23,WhatsApp,Entregue,29.31,0.22
731,41,2024-05-03,Loja Física,Processando,17.86,0.18
732,105,2023-12-27,Loja Física,Cancelado,28.85,0.05
733,193,2023-07-21,Site,Em trânsito,17.11,0.11
734,401,2024-10-07,Site,Entregue,4.19,0.12
735,278,2023-12-04,Site,Entregue,49.64,0.01
736,354,2024-02-22,Marketplace_A,Processando,6.36,0.24
737,256,2024-02-22,Marketplace_A,Processando,3.62,0.03
738,99,2023-12-09,Marketplace_A,Entregue,43.93,0.17
739,282,2023-08-24,Site,Cancelado,15.09,0.13
740,403,2024-10-05,Marketplace_B,Entregue,32.51,0.01
741,109,2024-12-04,Site,Entregue,16.45,0.23
742,199,2023-06-28,Site,Entregue,19.57,0.21
743,303,2024-10-02,Marketplace_A,Entregue,13.11,0.13
744,327,2024-03-28,Loja Física,Processando,17.15,0.06
745,154,2023-09-27,Marketplace_B,Entregue,20.54,0.03
746,405,2023-11-16,Marketplace_B,Entregue,36.02,0.09
747,462,2024-06-16,Site,Devolvido,25.58,0.06
748,132,2024-10-20,Marketplace_A,Devolvido,47.18,0.13
749,84,2024-06-30,Site,Entregue,2.09,0.24
750,399,2023-06-15,Marketplace_A,Entregue,25.15,0.14
751,109,2023-07-07,Marketplace_A,Entregue,29.21,0.22
752,221,2024-03-17,Site,Entregue,46.01,0.16
753,368,2024-04-13,Site,Processando,2.46,0.12
754,147,2024-08-22,WhatsApp,Devolvido,28.67,0.21
755,112,2023-06-13,WhatsApp,Entregue,42.68,0.12
756,494,2024-07-27,Marketplace_A,Entregue,12.1,0.22
757,505,2024-04-25,Site,Entregue,43.81,0.07
758,475,2023-11-03,Site,Devolvido,0.95,0.03
759,271,2024-12-27,Marketplace_A,Entregue,36.62,0.21
760,421,2023-09-15,WhatsApp,Entregue,46.66,0.15
761,367,2023-08-09,Site,Entregue,32.86,0.22
762,280,2024-08-09,Loja Física,Entregue,21.95,0.23
763,283,2023-09-15,Site,Entregue,2.24,0.01
764,40,2024-10-26,WhatsApp,Entregue,46.01,0.13
765,189,2024-12-21,Marketplace_A,Processando,23.51,0.09
766,164,2023-07-19,Loja Física,Devolvido,1.45,0.16
767,4,2024-05-19,Site,Em trânsito,34.49,0.2
768,290,2023-08-29,Marketplace_B,Entregue,24.09,0.07
769,433,2023-10-17,Site,Entregue,6.22,0.14
770,471,2024-11-07,Site,Entregue,10.71,0.18
771,181,2024-01-05,WhatsApp,Entregue,3.22,0.03
772,248,2024-07-04,WhatsApp,Devolvido,28.71,0.2
773,279,2023-11-08,Loja Física,Entregue,31.1,0.15
774,254,2024-03-02,Marketplace_B,Entregue,25.29,0.24
775,181,2024-12-10,Loja Física,Devolvido,40.86,0.08
776,509,2023-06-15,Site,Processando,43.05,0.03
777,326,2024-07-15,Site,Entregue,30.78,0.13
778,357,2023-06-16,Site,Entregue,0.64,0.02
779,391,2024-07-26,Marketplace_B,Entregue,34.76,0.24
780,85,2023-07-20,Marketplace_A,Entregue,20.9,0.01
781,317,2024-09-07,Site,Entregue,28.28,0.19
782,212,2024-03-16,Marketplace_A,Entregue,32.45,0.13
783,515,2023-07-07,Loja Física,Processando,17.51,0.09
784,384,2024-04-11,Marketplace_A,Entregue,45.85,0.02
785,342,2024-07-27,Site,Entregue,6.7,0.16
786,38,2024-03-07,Site,Entregue,33.58,0.15
787,511,2023-06-09,Site,Entregue,0.22,0.07
788,420,2023-10-23,Site,Cancelado,46.23,0.23
789,169,2024-06-25,Marketplace_B,Entregue,5.63,0.08
790,343,2024-03-30,Marketplace_B,Entregue,4.74,0.11
791,306,2024-07-16,Marketplace_B,Entregue,16.65,0.14
792,112,2023-07-25,Marketplace_A,Em trânsito,18.68,0.03
793,411,2024-10-03,Loja Física,Entregue,10.72,0.23
794,206,2024-10-14,Site,Em trânsito,29.26,0.09
795,185,2023-08-03,Marketplace_A,Entregue,22.15,0.02
796,382,2024-08-04,Loja Física,Entregue,1.71,0.1
797,496,2024-11-29,Site,Entregue,15.98,0.15
798,379,2023-06-11,Site,Processando,40.52,0.13
799,47,2023-10-22,Loja Física,Processando,34.49,0.17
800,528,2024-11-21,Site,Entregue,36.24,0.01
801,504,2023-08-02,Marketplace_B,Entregue,34.91,0.07
802,22,2023-11-27,Site,Entregue,15.55,0.2
803,213,2024-08-10,Marketplace_B,Entregue,4.98,0.02
804,310,2025-01-09,Site,Entregue,13.62,0.21
805,272,2023-09-25,Site,Devolvido,41.59,0.02
806,202,2024-04-16,Marketplace_B,Processando,49.02,0.21
807,32,2024-10-01,Site,Entregue,24.69,0.09
808,443,2024-06-17,Marketplace_A,Entregue,0.49,0.15
809,162,2024-05-22,Site,Devolvido,7.0,0.04
810,254,2024-09-10,Site,Cancelado,16.1,0.02
811,521,2023-07-11,Site,Entregue,28.93,0.05
812,480,2023-06-15,Site,Entregue,3.75,0.03
813,10,2024-11-30,WhatsApp,Entregue,47.17,0.08
814,505,2024-05-27,Site,Entregue,18.25,0.13
815,436,2024-04-20,Marketplace_A,Entregue,45.63,0.15
816,111,2024-08-25,Site,Entregue,39.03,0.2
817,153,2024-04-27,Site,Entregue,37.77,0.16
818,102,2023-12-02,WhatsApp,Entregue,30.34,0.15
819,191,2024-04-01,Site,Entregue,31.34,0.1
820,81,2024-10-01,WhatsApp,Entregue,31.9,0.12
821,489,2024-09-17,Site,Cancelado,31.44,0.1
822,88,2023-12-30,Marketplace_B,Cancelado,27.69,0.21
823,194,2024-03-22,Marketplace_A,Entregue,49.32,0.06
824,104,2024-12-02,Loja Física,Entregue,36.61,0.0
825,96,2024-11-03,Marketplace_A,Processando,38.85,0.16
826,423,2023-11-17,Marketplace_A,Entregue,43.62,0.05
827,198,2024-05-04,Site,Entregue,10.78,0.22
828,1,2023-07-31,Site,Entregue,4.19,0.21
829,407,2024-03-02,WhatsApp,Entregue,24.14,0.02
830,378,2024-04-25,Site,Entregue,25.7,0.03
831,167,2024-07-25,Marketplace_A,Devolvido,41.46,0.12
832,509,2023-12-30,Loja Física,Entregue,22.19,0.15
833,313,2023-07-27,Site,Entregue,28.54,0.07
834,418,2024-10-20,WhatsApp,Processando,26.35,0.18
835,477,2023-09-24,Marketplace_B,Entregue,1.91,0.15
836,73,2023-10-10,Marketplace_A,Entregue,30.76,0.08
837,141,2023-11-20,Loja Física,Entregue,41.4,0.01
838,262,2023-07-17,Site,Entregue,7.88,0.19
839,340,2024-01-03,Site,Entregue,29.72,0.05
840,308,2024-04-20,Marketplace_A,Entregue,29.68,0.21
841,245,2024-10-17,Site,Entregue,8.21,0.11
842,515,2024-05-13,Marketplace_B,Entregue,6.17,0.14
843,337,2024-11-29,WhatsApp,Entregue,49.0,0.22
844,76,2023-10-23,Marketplace_A,Entregue,19.69,0.22
845,175,2024-01-22,Site,Entregue,11.37,0.09
846,109,2024-05-15,WhatsApp,Entregue,8.57,0.05
847,183,2023-09-20,Marketplace_A,Entregue,33.38,0.19
848,192,2023-08-10,Marketplace_A,Processando,30.47,0.11
849,65,2024-02-18,Marketplace_A,Entregue,32.18,0.05
850,474,2024-08-12,WhatsApp,Entregue,4.4,0.23
851,100,2023-10-19,Marketplace_A,Em trânsito,44.68,0.05
852,128,2025-01-19,Loja Física,Entregue,19.46,0.01
853,452,2024-12-13,Loja Física,Entregue,15.67,0.01
854,369,2023-06-21,Site,Cancelado,23.12,0.16
855,43,2023-06-29,Marketplace_A,Cancelado,19.5,0.17
856,419,2024-01-01,Loja Física,Entregue,43.18,0.08
857,488,2023-09-02,Marketplace_A,Entregue,46.46,0.08
858,78,2023-12-20,Loja Física,Entregue,15.17,0.08
859,270,2024-02-15,WhatsApp,Em trânsito,43.2,0.17
860,315,2023-08-01,Marketplace_B,Entregue,39.08,0.01
861,168,2023-12-27,Marketplace_B,Entregue,46.54,0.23
862,339,2025-01-11,Loja Física,Devolvido,12.29,0.06
863,193,2023-12-31,Loja Física,Entregue,28.85,0.25
864,453,2024-05-24,Marketplace_A,Em trânsito,13.73,0.04
865,283,2024-10-21,Site,Entregue,41.2,0.19
866,336,2024-03-20,Marketplace_A,Entregue,0.27,0.06
867,390,2023-10-13,Marketplace_B,Entregue,28.24,0.02
868,525,2023-06-09,Marketplace_A,Cancelado,16.96,0.22
869,240,2024-10-15,Marketplace_B,Entregue,16.13,0.21
870,483,2024-08-28,Marketplace_A,Entregue,32.25,0.1
871,458,2024-04-19,Marketplace_B,Entregue,42.57,0.18
872,89,2024-05-29,Site,Em trânsito,30.46,0.14
873,95,2024-07-25,Marketplace_B,Processando,42.66,0.21
874,452,2024-06-27,Marketplace_A,Entregue,13.23,0.08
875,428,2024-02-07,Site,Entregue,25.98,0.13
876,151,2024-12-14,Site,Processando,22.53,0.12
877,514,2024-05-06,Marketplace_B,Entregue,0.58,0.09
878,376,2024-04-28,Marketplace_A,Entregue,27.84,0.22
879,22,2024-07-10,Site,Entregue,33.08,0.04
880,313,2023-11-14,WhatsApp,Cancelado,29.6,0.04
881,519,2023-12-18,Marketplace_B,Entregue,36.81,0.14
882,206,2024-09-06,WhatsApp,Entregue,28.57,0.16
883,375,2024-12-02,Marketplace_A,Entregue,3.34,0.05
884,451,2024-12-27,Marketplace_A,Entregue,5.82,0.1
885,179,2024-03-29,Loja Física,Entregue,29.82,0.24
886,210,2023-07-22,Marketplace_A,Entregue,13.75,0.06
887,500,2023-10-25,Marketplace_B,Entregue,3.98,0.17
888,464,2024-08-31,Site,Entregue,21.48,0.19
889,124,2024-12-19,Marketplace_A,Entregue,27.72,0.11
890,113,2023-07-01,Site,Em trânsito,16.44,0.23
891,12,2024-04-23,Site,Cancelado,36.02,0.18
892,126,2024-09-06,Site,Em trânsito,32.19,0.11
893,331,2024-12-09,Site,Entregue,16.64,0.14
894,283,2024-09-30,WhatsApp,Entregue,37.74,0.17
895,140,2023-09-03,Site,Entregue,32.43,0.15
896,401,2024-12-16,Marketplace_B,Processando,31.87,0.22
897,97,2024-06-05,Loja Física,Cancelado,27.67,0.09
898,517,2023-07-29,Marketplace_A,Cancelado,0.57,0.07
899,69,2024-03-20,Site,Entregue,34.83,0.05
900,118,2023-09-06,Marketplace_B,Entregue,18.8,0.01
901,59,2024-08-06,Marketplace_B,Entregue,47.13,0.01
902,33,2023-07-08,Marketplace_B,Entregue,40.9,0.22
903,318,2024-07-11,Loja Física,Entregue,29.38,0.17
904,50,2024-08-10,WhatsApp,Processando,12.61,0.17
905,489,2023-11-09,Marketplace_A,Entregue,10.19,0.15
906,19,2023-08-05,Site,Entregue,17.02,0.21
907,197,2024-04-11,Marketplace_B,Entregue,23.83,0.12
908,450,2024-08-17,Site,Devolvido,14.8,0.22
909,452,2024-12-16,Loja Física,Entregue,25.75,0.09
910,289,2023-08-31,Site,Entregue,8.27,0.23
911,141,2024-08-08,Site,Devolvido,48.89,0.17
912,84,2024-09-04,Loja Física,Entregue,5.4,0.06
913,391,2024-04-20,Marketplace_A,Entregue,46.6,0.14
914,215,2024-02-08,Marketplace_A,Entregue,45.68,0.13
915,526,2024-11-19,Marketplace_A,Entregue,26.27,0.03
916,215,2024-02-02,Loja Física,Cancelado,36.25,0.15
917,403,2023-08-05,Site,Em trânsito,21.8,0.08
918,128,2023-09-24,Loja Física,Entregue,31.5,0.01
919,477,2023-09-10,Site,Entregue,17.03,0.24
920,404,2024-12-26,Loja Física,Entregue,15.06,0.16
921,29,2024-02-08,Loja Física,Entregue,28.91,0.22
922,338,2024-08-27,Site,Entregue,24.91,0.17
923,361,2024-02-03,Marketplace_A,Entregue,28.98,0.09
924,392,2024-09-17,Site,Entregue,14.33,0.13
925,218,2024-06-11,Marketplace_B,Cancelado,18.35,0.17
926,202,2024-06-28,Marketplace_A,Entregue,4.19,0.24
